id,data,categoria,severidade,status,valor_prejuizo,regiao,lat,lon,usuarios_afetados,sistema,setor,duracao_horas,tentativas,ip_origem
172,2023-02-27 16:50:00,Insider Threat,Alto,Pendente,15899.19,Norte,-1.543,-57.7969,4152,ERP,Saúde,9.4,269,192.98.102.215
173,2024-04-20 16:25:00,Ransomware,Alto,Resolvido,60555.72,Nordeste,-6.8722,-36.2561,251,Database,Telecomunicações,8.4,229,192.242.179.89
174,2023-06-16 18:49:00,DDoS,Baixo,Resolvido,16939.03,Sudeste,-24.1896,-43.8806,2205,ERP,Governo,34.3,443,192.67.88.154
175,2023-10-09 13:57:00,Ransomware,Alto,Em Andamento,29813.14,Nordeste,-6.8236,-33.6438,2065,Mobile,Varejo,10.0,267,192.52.3.131
176,2023-03-07 10:17:00,Man-in-the-Middle,Médio,Em Andamento,178018.44,Nordeste,-9.3091,-37.2514,2140,Network,Financeiro,27.7,265,192.206.163.175
177,2024-02-02 23:02:00,DDoS,Médio,Em Andamento,59304.9,Nordeste,-9.5434,-35.3886,1822,Cloud,Varejo,48.6,244,192.153.87.216
178,2024-07-26 05:43:00,Credential Stuffing,Alto,Resolvido,476216.53,Sul,-23.9545,-47.9489,1821,Mobile,Telecomunicações,7.6,158,192.169.190.67
179,2024-09-27 02:30:00,Brute Force,Médio,Resolvido,109634.04,Sudeste,-20.7016,-42.6986,3127,Database,Saúde,21.9,446,192.102.175.105
180,2024-10-08 05:20:00,Insider Threat,Crítico,Pendente,15632.93,Sul,-23.7264,-49.3745,1382,Web,Saúde,23.5,403,192.222.219.104
181,2023-01-15 10:48:00,Zero-Day,Baixo,Resolvido,15421.82,Sudeste,-22.6973,-41.816,34,Cloud,Educação,26.8,356,192.66.52.99
182,2024-06-16 19:33:00,Credential Stuffing,Médio,Resolvido,1118.78,Sudeste,-24.1108,-44.455,1097,Network,Saúde,1.3,184,192.206.9.59
183,2024-01-11 22:41:00,SQL Injection,Médio,Resolvido,57670.94,Sudeste,-22.3618,-45.1861,2096,ERP,Indústria,69.0,305,192.55.10.13
184,2023-07-30 22:43:00,Phishing,Alto,Resolvido,64666.12,Centro-Oeste,-17.2836,-46.6888,828,Database,Governo,29.4,311,192.53.60.73
185,2024-06-19 06:22:00,Phishing,Médio,Resolvido,39908.36,Centro-Oeste,-17.6015,-49.322,323,SCADA,Educação,50.5,353,192.120.1.4
186,2024-06-07 02:46:00,Phishing,Baixo,Pendente,11418.49,Norte,-5.2051,-62.4595,2426,Database,Telecomunicações,13.1,417,192.20.148.93
187,2024-10-24 05:21:00,Man-in-the-Middle,Alto,Resolvido,26148.0,Sudeste,-25.842,-45.3696,2198,Mobile,Governo,38.9,206,192.139.197.177
188,2023-03-02 05:06:00,Insider Threat,Médio,Em Andamento,14437.69,Sul,-27.7217,-48.123,4661,Cloud,Varejo,29.2,195,192.14.66.124
189,2023-01-13 22:55:00,Insider Threat,Crítico,Resolvido,532359.95,Sudeste,-25.52,-42.2702,4724,Cloud,Varejo,32.9,490,192.48.221.170
190,2024-09-19 01:00:00,SQL Injection,Médio,Em Andamento,31261.86,Norte,-5.2081,-58.0414,3845,Cloud,Educação,4.8,124,192.25.114.141
191,2023-04-01 15:28:00,Zero-Day,Alto,Resolvido,35845.65,Norte,-3.4349,-59.5618,4499,Network,Indústria,32.1,156,192.233.174.94
192,2024-04-29 22:42:00,Ransomware,Baixo,Pendente,3952.0,Nordeste,-7.7391,-34.1815,799,Cloud,Telecomunicações,35.6,175,192.149.191.180
193,2024-02-24 03:16:00,Phishing,Crítico,Resolvido,145847.72,Sul,-23.469,-47.8449,3219,Mobile,Financeiro,9.0,388,192.63.230.118
194,2024-03-19 18:30:00,Credential Stuffing,Crítico,Resolvido,10161.94,Centro-Oeste,-14.3827,-47.5806,4966,Mobile,Varejo,75.5,197,192.127.140.102
195,2024-06-08 09:53:00,Man-in-the-Middle,Baixo,Resolvido,129826.63,Sul,-27.5709,-48.6849,4535,E-mail,Indústria,26.7,320,192.176.67.252
196,2024-07-29 15:37:00,DDoS,Médio,Em Andamento,34094.71,Nordeste,-6.8379,-33.3353,3420,E-mail,Telecomunicações,335.8,274,192.216.6.134
197,2023-06-14 09:43:00,Phishing,Crítico,Resolvido,4502.53,Sudeste,-24.7006,-41.6989,2418,SCADA,Financeiro,6.6,184,192.114.199.61
198,2024-01-26 12:26:00,Credential Stuffing,Médio,Pendente,9310.28,Nordeste,-6.9424,-37.6181,107,SCADA,Telecomunicações,33.9,445,192.115.188.194
199,2024-11-30 02:11:00,Credential Stuffing,Médio,Resolvido,11872.3,Sul,-26.6349,-51.2354,1319,SCADA,Indústria,24.4,170,192.79.20.40
200,2024-08-09 17:22:00,Man-in-the-Middle,Médio,Pendente,74268.83,Centro-Oeste,-13.7412,-49.0931,4265,Mobile,Financeiro,4.5,213,192.178.113.227
201,2024-06-27 15:35:00,SQL Injection,Médio,Resolvido,6828.27,Nordeste,-9.7893,-33.3841,1998,E-mail,Financeiro,69.6,277,192.191.228.125
202,2023-06-21 17:34:00,Ransomware,Alto,Em Andamento,207288.48,Nordeste,-8.0166,-32.2107,3476,Mobile,Indústria,41.5,425,192.36.78.7
203,2024-07-25 02:36:00,Insider Threat,Médio,Resolvido,15577.19,Sudeste,-25.5744,-41.4347,3314,Web,Varejo,17.9,345,192.3.32.194
204,2023-11-05 19:05:00,Ransomware,Médio,Resolvido,5583.45,Centro-Oeste,-18.1632,-46.1786,253,Mobile,Telecomunicações,18.3,70,192.151.73.77
205,2024-08-09 19:25:00,Man-in-the-Middle,Baixo,Resolvido,27960.03,Centro-Oeste,-17.9518,-50.6494,2497,Cloud,Saúde,2.9,372,192.211.72.42
206,2024-08-03 01:54:00,DDoS,Alto,Pendente,58464.42,Sul,-27.7123,-48.2741,600,Network,Indústria,13.7,51,192.249.169.92
207,2023-11-22 15:28:00,DDoS,Médio,Resolvido,7804.32,Nordeste,-7.3829,-32.4993,4786,Cloud,Governo,5.1,414,192.86.2.81
208,2024-11-26 23:21:00,SQL Injection,Médio,Em Andamento,93736.9,Norte,-4.4399,-60.8431,2939,Database,Indústria,50.3,56,192.41.143.220
209,2024-06-03 20:01:00,DDoS,Baixo,Resolvido,30468.43,Sudeste,-21.5354,-40.8474,4834,Cloud,Governo,24.5,77,192.114.148.35
210,2024-09-20 21:10:00,Insider Threat,Médio,Resolvido,40780.33,Nordeste,-8.087,-33.9239,1305,ERP,Saúde,44.0,184,192.249.118.17
211,2024-02-02 15:58:00,Brute Force,Alto,Resolvido,39943.75,Sul,-25.2927,-47.5512,2655,E-mail,Varejo,27.5,380,192.89.192.168
212,2023-08-17 16:25:00,Zero-Day,Alto,Em Andamento,4464.24,Sudeste,-22.8,-43.942,3989,E-mail,Saúde,17.6,264,192.76.95.41
213,2023-04-27 15:43:00,Man-in-the-Middle,Médio,Pendente,20842.4,Sul,-25.9123,-50.3187,1321,ERP,Saúde,30.8,125,192.82.68.162
214,2024-06-13 12:38:00,Credential Stuffing,Crítico,Em Andamento,25001.01,Sudeste,-24.902,-40.6653,3862,Mobile,Varejo,42.9,426,192.73.93.160
215,2023-03-12 07:24:00,Credential Stuffing,Alto,Em Andamento,33814.24,Nordeste,-5.5659,-34.3208,1658,Mobile,Telecomunicações,30.9,351,192.76.49.46
216,2024-05-08 21:08:00,Insider Threat,Baixo,Em Andamento,39824.49,Centro-Oeste,-15.78,-50.1949,10,ERP,Indústria,34.3,190,192.219.117.241
217,2024-12-14 18:06:00,Insider Threat,Médio,Resolvido,17930.18,Centro-Oeste,-13.9723,-45.4528,1905,Network,Financeiro,29.1,132,192.3.60.134
218,2024-03-12 20:37:00,Ransomware,Alto,Resolvido,34375.06,Nordeste,-8.6469,-37.2605,2258,Mobile,Varejo,81.5,105,192.247.91.95
219,2024-02-12 23:08:00,Credential Stuffing,Médio,Resolvido,188136.8,Nordeste,-7.6341,-33.2548,1883,Web,Saúde,14.8,83,192.205.173.206
220,2023-01-06 02:52:00,Credential Stuffing,Médio,Em Andamento,19107.9,Sudeste,-24.9356,-40.4126,1817,Mobile,Governo,11.4,371,192.146.29.243
221,2024-06-14 09:12:00,DDoS,Médio,Resolvido,22979.79,Sul,-23.2966,-46.7154,1389,ERP,Saúde,32.0,336,192.44.141.200
222,2024-12-21 02:58:00,Zero-Day,Alto,Resolvido,13547.87,Centro-Oeste,-17.5981,-50.8078,4581,E-mail,Saúde,59.9,494,192.99.232.239
223,2024-05-30 09:21:00,Zero-Day,Médio,Resolvido,100353.88,Norte,-3.0626,-59.6482,3628,SCADA,Indústria,135.6,493,192.235.14.124
224,2023-11-20 13:22:00,Phishing,Alto,Resolvido,45590.6,Sul,-24.3385,-50.9204,2158,Cloud,Financeiro,12.5,345,192.91.243.81
225,2023-07-14 15:47:00,Man-in-the-Middle,Alto,Em Andamento,4256.68,Sul,-22.7173,-48.2014,2175,Cloud,Saúde,10.7,128,192.54.61.236
226,2023-02-13 15:23:00,Phishing,Médio,Em Andamento,35929.86,Centro-Oeste,-18.7603,-45.7575,4707,E-mail,Governo,69.6,392,192.113.65.14
227,2024-12-03 05:29:00,Credential Stuffing,Médio,Resolvido,16907.49,Centro-Oeste,-18.6046,-48.8163,97,Cloud,Educação,32.5,52,192.132.95.141
228,2024-03-10 06:26:00,Brute Force,Alto,Resolvido,85086.49,Centro-Oeste,-16.7414,-49.7965,3282,Network,Telecomunicações,12.7,68,192.51.138.206
229,2023-06-03 15:51:00,SQL Injection,Médio,Pendente,3848.05,Sul,-27.5249,-46.5451,1102,SCADA,Educação,22.3,403,192.128.24.102
230,2024-04-05 23:21:00,Phishing,Médio,Resolvido,10166.97,Nordeste,-8.2408,-34.1208,4567,Mobile,Financeiro,54.5,11,192.179.101.148
231,2024-04-02 02:24:00,Credential Stuffing,Alto,Pendente,68152.13,Nordeste,-9.1495,-34.8373,1187,Cloud,Governo,116.5,476,192.207.36.21
232,2024-02-09 08:56:00,DDoS,Alto,Resolvido,19270.48,Nordeste,-6.8374,-34.2677,2976,Mobile,Saúde,48.8,231,192.94.11.33
233,2023-04-08 02:59:00,SQL Injection,Médio,Escalado,123797.71,Sudeste,-24.6366,-43.8177,216,Web,Educação,53.3,43,192.79.43.168
234,2024-06-23 05:01:00,Zero-Day,Alto,Resolvido,9949.36,Nordeste,-8.441,-37.1415,2665,E-mail,Varejo,64.9,446,192.227.69.249
235,2024-06-30 09:58:00,Credential Stuffing,Alto,Em Andamento,22240.59,Centro-Oeste,-16.1901,-47.0613,734,Database,Educação,17.2,134,192.5.0.134
236,2024-05-03 09:00:00,DDoS,Alto,Resolvido,661467.01,Sudeste,-21.7734,-43.2484,4891,Mobile,Governo,13.9,288,192.127.83.184
237,2024-09-19 22:43:00,Zero-Day,Baixo,Resolvido,1737.27,Sudeste,-23.3666,-44.7626,4358,Web,Saúde,49.5,437,192.69.148.29
238,2023-06-05 01:34:00,Insider Threat,Médio,Resolvido,13191.83,Centro-Oeste,-15.848,-48.9761,3592,ERP,Governo,33.4,78,192.111.175.108
239,2023-12-05 02:53:00,Brute Force,Médio,Resolvido,40298.9,Nordeste,-8.3179,-33.1515,2184,Database,Saúde,33.4,241,192.128.195.213
240,2023-09-11 23:02:00,Ransomware,Crítico,Pendente,10611.45,Sul,-26.0912,-46.4502,770,Mobile,Indústria,152.6,243,192.159.165.41
241,2023-07-23 11:56:00,Ransomware,Médio,Resolvido,19194.7,Sudeste,-24.3801,-42.3689,2262,ERP,Financeiro,25.5,125,192.243.79.96
242,2024-10-02 01:03:00,Phishing,Alto,Resolvido,30995.64,Centro-Oeste,-16.7695,-45.0821,4394,Cloud,Varejo,35.6,120,192.177.224.188
243,2024-12-24 14:35:00,SQL Injection,Crítico,Resolvido,27296.68,Sul,-26.8958,-52.0631,1555,SCADA,Educação,25.8,166,192.82.35.136
244,2024-10-15 16:24:00,DDoS,Alto,Pendente,64909.89,Centro-Oeste,-16.5973,-50.8957,1957,Mobile,Saúde,14.5,496,192.254.78.157
245,2023-02-14 04:11:00,Brute Force,Alto,Em Andamento,115468.98,Sudeste,-25.3225,-42.2467,3977,E-mail,Financeiro,29.9,251,192.187.113.156
246,2024-04-24 20:03:00,Phishing,Crítico,Escalado,36074.73,Norte,-0.5296,-58.0075,3408,E-mail,Financeiro,24.2,428,192.110.49.26
247,2023-07-03 17:47:00,SQL Injection,Médio,Resolvido,35292.67,Centro-Oeste,-14.8587,-47.4798,4724,Mobile,Financeiro,12.8,341,192.85.92.141
248,2023-12-27 10:35:00,Zero-Day,Médio,Em Andamento,98529.32,Centro-Oeste,-12.8094,-48.2419,3046,Cloud,Varejo,13.3,423,192.123.109.97
249,2023-02-05 09:38:00,Credential Stuffing,Baixo,Resolvido,1246.72,Norte,-3.415,-60.6175,2261,Database,Financeiro,87.5,293,192.19.235.92
250,2023-11-04 02:36:00,DDoS,Crítico,Resolvido,8932.62,Centro-Oeste,-17.3009,-49.3625,633,SCADA,Telecomunicações,128.0,89,192.48.153.10
251,2024-03-02 03:55:00,Zero-Day,Crítico,Resolvido,999979.28,Nordeste,-9.0124,-32.9971,4935,ERP,Educação,25.5,269,192.76.167.129
252,2024-08-12 16:05:00,SQL Injection,Alto,Em Andamento,19684.47,Norte,-0.2738,-58.483,3231,ERP,Varejo,8.1,244,192.204.134.22
253,2023-07-22 15:25:00,Zero-Day,Médio,Pendente,32528.72,Sul,-23.8278,-49.4145,4295,Mobile,Educação,12.6,398,192.45.57.172
254,2023-11-09 05:22:00,Zero-Day,Alto,Resolvido,38325.46,Nordeste,-9.0329,-33.9675,368,Cloud,Saúde,51.9,351,192.43.57.190
255,2023-01-15 10:44:00,Ransomware,Alto,Em Andamento,108510.14,Sul,-23.1875,-47.3792,3860,E-mail,Varejo,21.8,268,192.247.72.178
256,2023-10-18 06:50:00,Ransomware,Alto,Escalado,76752.1,Centro-Oeste,-18.5391,-49.8781,3809,Cloud,Telecomunicações,15.5,437,192.55.9.75
257,2024-09-03 17:05:00,Zero-Day,Alto,Resolvido,12092.75,Sudeste,-20.4768,-43.292,3752,Network,Varejo,28.8,21,192.156.170.126
258,2024-05-28 08:51:00,Zero-Day,Médio,Resolvido,6537.75,Nordeste,-8.9677,-36.086,3172,Mobile,Indústria,12.9,460,192.70.44.187
259,2024-03-12 09:58:00,Zero-Day,Médio,Em Andamento,32656.45,Sul,-25.896,-48.8626,1080,Network,Telecomunicações,11.2,278,192.70.158.177
260,2023-06-11 10:04:00,Credential Stuffing,Baixo,Resolvido,65686.37,Sul,-24.4626,-48.9109,970,E-mail,Saúde,62.5,382,192.96.54.34
261,2023-08-25 19:14:00,DDoS,Crítico,Escalado,91668.76,Centro-Oeste,-17.1988,-47.4977,1508,Database,Saúde,65.9,71,192.115.16.105
262,2023-07-29 02:11:00,Ransomware,Baixo,Escalado,29079.56,Sul,-23.9458,-46.3705,2662,Mobile,Indústria,11.5,312,192.160.201.157
263,2023-02-13 07:33:00,Credential Stuffing,Médio,Pendente,2734295.31,Sudeste,-22.7761,-43.4903,322,ERP,Saúde,24.6,323,192.149.225.102
264,2023-02-25 22:33:00,Brute Force,Médio,Resolvido,103693.4,Sul,-25.8652,-48.6212,3701,Database,Governo,4.9,93,192.211.165.116
265,2023-11-28 22:41:00,Ransomware,Alto,Em Andamento,73575.64,Sul,-23.1047,-51.7589,936,Mobile,Indústria,52.8,44,192.81.193.141
266,2023-06-03 05:55:00,Zero-Day,Crítico,Resolvido,28984.31,Nordeste,-7.7071,-33.9428,3656,Database,Saúde,12.9,461,192.1.129.4
267,2023-08-11 18:42:00,Insider Threat,Médio,Resolvido,20236.28,Sudeste,-22.2521,-43.2392,651,Network,Financeiro,49.8,322,192.94.75.15
268,2023-03-31 01:06:00,Man-in-the-Middle,Crítico,Pendente,89446.89,Centro-Oeste,-13.7719,-49.1094,2330,Database,Governo,37.3,305,192.184.18.24
269,2023-03-08 09:30:00,Brute Force,Alto,Pendente,3750.13,Sudeste,-21.3493,-41.1401,2249,Network,Varejo,12.2,108,192.29.55.147
270,2023-10-22 13:38:00,Credential Stuffing,Baixo,Resolvido,17381.03,Centro-Oeste,-13.1966,-44.9823,4712,SCADA,Varejo,74.8,67,192.254.252.207
271,2023-01-25 14:40:00,DDoS,Baixo,Resolvido,67700.31,Nordeste,-5.2245,-37.8905,1699,Network,Financeiro,16.1,287,192.103.144.66
272,2023-12-08 10:25:00,Phishing,Alto,Resolvido,146696.66,Nordeste,-6.4978,-37.217,239,Cloud,Indústria,40.7,427,192.245.242.205
273,2023-12-10 14:50:00,Ransomware,Médio,Resolvido,3266.89,Norte,-0.7477,-59.7782,4629,ERP,Saúde,35.3,275,192.169.181.17
274,2024-08-07 19:24:00,DDoS,Alto,Resolvido,21256.71,Norte,-2.3409,-57.9456,2526,E-mail,Governo,33.6,17,192.44.254.225
275,2023-04-25 11:50:00,SQL Injection,Alto,Pendente,8066.18,Nordeste,-9.8032,-36.0861,3954,E-mail,Telecomunicações,11.8,448,192.167.73.197
276,2024-02-01 22:55:00,Phishing,Baixo,Escalado,6920.32,Sul,-27.1689,-52.0807,361,Cloud,Governo,44.3,45,192.23.52.134
277,2023-10-11 17:20:00,Brute Force,Crítico,Pendente,607420.86,Sul,-26.4747,-51.1447,2234,Web,Saúde,8.8,8,192.179.163.70
278,2024-09-19 10:34:00,DDoS,Baixo,Pendente,5782.97,Centro-Oeste,-17.331,-50.4725,3857,Database,Indústria,16.1,201,192.228.182.80
279,2024-04-21 18:08:00,Man-in-the-Middle,Baixo,Em Andamento,10393.34,Centro-Oeste,-18.3287,-45.3633,2543,SCADA,Saúde,59.9,239,192.114.73.221
280,2024-04-09 15:01:00,Brute Force,Baixo,Resolvido,4969.56,Nordeste,-6.3673,-32.6056,2313,Web,Governo,64.2,66,192.54.166.143
281,2023-09-07 17:10:00,Phishing,Médio,Resolvido,107285.06,Norte,-2.5568,-61.5685,2792,Mobile,Varejo,3.9,221,192.175.120.45
282,2023-11-30 17:06:00,Phishing,Médio,Em Andamento,49251.42,Norte,-5.4141,-59.4235,3325,Cloud,Governo,211.9,195,192.31.46.56
283,2024-04-08 17:18:00,DDoS,Baixo,Escalado,3863.85,Sudeste,-21.3575,-42.2347,1603,E-mail,Governo,3.8,348,192.176.45.150
284,2024-07-16 01:00:00,Ransomware,Médio,Resolvido,227636.39,Sul,-23.285,-51.9255,2943,Network,Governo,7.9,16,192.201.162.183
285,2023-07-12 17:24:00,Zero-Day,Alto,Resolvido,132985.71,Sul,-24.4251,-49.4508,3418,ERP,Saúde,28.1,37,192.249.223.250
286,2024-12-13 19:59:00,DDoS,Crítico,Em Andamento,91396.48,Norte,-0.9391,-57.6385,4174,Cloud,Saúde,9.7,197,192.95.217.155
287,2024-07-13 18:23:00,Ransomware,Médio,Pendente,20857.08,Sul,-24.1272,-50.6845,4754,E-mail,Governo,18.1,73,192.40.45.63
288,2024-08-16 09:39:00,Insider Threat,Médio,Em Andamento,5418.12,Sudeste,-21.7956,-42.9648,89,Cloud,Governo,18.0,241,192.180.150.75
289,2023-03-04 20:30:00,DDoS,Crítico,Escalado,160499.28,Nordeste,-6.7382,-34.5178,2391,SCADA,Financeiro,82.3,147,192.64.39.218
290,2023-04-25 19:11:00,Brute Force,Alto,Em Andamento,74089.06,Nordeste,-5.9528,-37.8148,1437,Database,Telecomunicações,5.1,249,192.16.175.252
291,2024-02-27 12:15:00,Phishing,Baixo,Em Andamento,22096.14,Sul,-23.3743,-47.7834,1371,ERP,Indústria,3.1,177,192.135.59.14
292,2024-06-29 07:24:00,DDoS,Médio,Resolvido,40920.34,Norte,-1.6231,-58.4854,2152,ERP,Financeiro,15.3,493,192.181.221.157
293,2024-04-17 21:47:00,Brute Force,Alto,Resolvido,8717.83,Sudeste,-24.3679,-42.6949,1597,Cloud,Varejo,22.3,93,192.5.4.213
294,2023-10-18 08:12:00,Phishing,Crítico,Resolvido,11635.65,Sudeste,-21.787,-44.0909,1777,Database,Governo,30.1,439,192.94.56.179
295,2023-10-11 13:44:00,DDoS,Alto,Resolvido,28547.9,Sudeste,-22.0673,-40.6638,607,Cloud,Financeiro,13.4,199,192.132.135.46
296,2024-05-18 03:09:00,Insider Threat,Crítico,Escalado,127581.41,Sul,-24.7382,-51.2293,871,ERP,Governo,23.6,229,192.76.0.239
297,2024-06-11 22:49:00,Ransomware,Médio,Resolvido,21289.64,Nordeste,-5.6723,-34.4522,575,SCADA,Financeiro,21.5,489,192.183.170.175
298,2023-12-15 02:53:00,Brute Force,Alto,Em Andamento,30862.54,Sudeste,-23.7079,-41.0799,1664,Mobile,Financeiro,15.7,357,192.183.249.22
299,2023-09-02 15:24:00,Insider Threat,Médio,Resolvido,3108.56,Sul,-28.2478,-46.3217,2521,SCADA,Financeiro,19.8,416,192.18.173.15
300,2024-06-19 14:43:00,Man-in-the-Middle,Médio,Resolvido,114057.7,Sudeste,-24.6299,-42.2769,4747,Database,Governo,12.3,377,192.9.241.233
301,2023-11-11 03:29:00,Ransomware,Alto,Em Andamento,176987.15,Sudeste,-24.8665,-45.9003,524,Network,Financeiro,37.0,255,192.103.218.87
302,2023-08-07 01:37:00,Zero-Day,Alto,Escalado,6459.35,Centro-Oeste,-15.5247,-48.9705,1377,Network,Varejo,42.7,225,192.20.68.26
303,2023-04-02 22:41:00,Zero-Day,Médio,Resolvido,28836.34,Norte,-5.6157,-62.9567,3900,E-mail,Varejo,30.4,328,192.230.210.62
304,2023-04-01 20:52:00,DDoS,Médio,Resolvido,53746.35,Sul,-24.0968,-48.6277,38,Web,Varejo,22.7,272,192.185.112.119
305,2024-04-30 15:11:00,SQL Injection,Alto,Resolvido,10395.89,Sul,-24.2885,-46.4886,1717,SCADA,Financeiro,17.0,413,192.53.26.237
306,2023-08-29 23:28:00,Credential Stuffing,Alto,Pendente,58471.48,Norte,-3.0106,-62.5748,1629,Web,Saúde,11.9,117,192.211.102.97
307,2024-09-16 14:11:00,SQL Injection,Crítico,Em Andamento,84192.12,Sudeste,-20.5571,-45.3304,1591,ERP,Educação,11.2,355,192.69.56.219
308,2023-06-10 20:39:00,Insider Threat,Médio,Resolvido,159387.29,Nordeste,-9.7809,-36.129,4529,SCADA,Telecomunicações,66.6,111,192.236.142.4
309,2024-08-28 04:58:00,Zero-Day,Médio,Resolvido,25655.09,Nordeste,-8.4945,-36.5656,363,ERP,Governo,4.5,394,192.201.245.208
310,2024-02-21 06:08:00,Phishing,Médio,Resolvido,15016.91,Centro-Oeste,-14.2815,-46.741,744,ERP,Governo,6.9,293,192.237.70.224
311,2024-10-04 02:24:00,Zero-Day,Alto,Pendente,148341.9,Norte,-1.8766,-62.9918,268,Network,Telecomunicações,4.9,358,192.41.171.189
312,2024-01-10 14:39:00,Ransomware,Médio,Escalado,4955.11,Nordeste,-5.7721,-37.2342,4578,Network,Saúde,44.7,397,192.171.122.139
313,2023-08-19 10:22:00,Phishing,Médio,Em Andamento,114710.32,Centro-Oeste,-13.5732,-46.6829,3465,SCADA,Governo,13.4,177,192.62.240.182
314,2024-11-20 22:51:00,Credential Stuffing,Médio,Resolvido,5462.63,Nordeste,-8.3881,-35.6911,1465,Database,Governo,8.0,357,192.77.104.134
315,2024-03-06 14:47:00,Ransomware,Alto,Escalado,67074.25,Centro-Oeste,-13.2097,-48.0566,516,Mobile,Varejo,66.4,172,192.175.167.125
316,2023-11-10 05:50:00,Credential Stuffing,Baixo,Resolvido,2535.39,Nordeste,-7.6965,-32.5103,2361,Database,Indústria,12.6,86,192.146.93.250
317,2023-11-21 18:08:00,DDoS,Baixo,Em Andamento,5447.82,Sul,-27.4325,-51.5985,1681,Cloud,Saúde,22.4,163,192.190.229.139
318,2023-05-29 14:59:00,DDoS,Médio,Resolvido,6773.69,Sudeste,-23.4726,-43.2035,3883,SCADA,Educação,83.8,374,192.57.245.231
319,2023-08-14 14:22:00,Ransomware,Crítico,Em Andamento,221413.79,Nordeste,-10.9512,-34.1949,1820,ERP,Financeiro,159.5,101,192.228.44.250
320,2024-11-13 11:25:00,Credential Stuffing,Alto,Resolvido,28716.23,Centro-Oeste,-15.1695,-45.2396,2332,Web,Saúde,13.7,229,192.227.212.206
321,2024-08-24 19:05:00,Insider Threat,Alto,Pendente,15371.4,Norte,-1.7284,-60.5148,4304,E-mail,Governo,6.1,469,192.89.236.182
322,2023-11-06 18:19:00,DDoS,Alto,Pendente,42043.57,Nordeste,-7.7768,-37.6466,1840,E-mail,Governo,59.6,335,192.91.251.233
323,2024-01-06 18:30:00,SQL Injection,Crítico,Pendente,307062.65,Norte,-0.134,-62.5997,3900,E-mail,Saúde,8.9,9,192.29.74.82
324,2024-10-13 11:03:00,Insider Threat,Baixo,Resolvido,2634.22,Sul,-28.0827,-50.133,630,Web,Varejo,22.2,94,192.85.165.224
325,2024-01-07 03:34:00,Man-in-the-Middle,Baixo,Em Andamento,16792.44,Nordeste,-9.4712,-33.7122,106,SCADA,Governo,8.4,399,192.174.83.27
326,2024-12-07 16:54:00,SQL Injection,Alto,Resolvido,51038.75,Sul,-23.6294,-48.9481,934,Database,Financeiro,3.7,60,192.245.178.80
327,2023-06-26 22:19:00,Man-in-the-Middle,Crítico,Resolvido,42510.35,Centro-Oeste,-15.6613,-45.0793,1027,Web,Financeiro,11.7,58,192.247.220.11
328,2023-09-17 01:04:00,SQL Injection,Crítico,Pendente,183060.24,Centro-Oeste,-15.2409,-48.0855,1639,Database,Telecomunicações,8.7,47,192.142.178.91
329,2023-04-12 18:48:00,DDoS,Baixo,Pendente,2729.34,Centro-Oeste,-17.3491,-47.4786,4401,Database,Governo,63.3,358,192.54.92.214
330,2023-11-18 03:29:00,Man-in-the-Middle,Baixo,Resolvido,41135.0,Centro-Oeste,-17.4347,-50.2229,4565,Web,Governo,30.4,253,192.145.233.154
331,2024-03-14 06:54:00,Brute Force,Médio,Pendente,18843.95,Sul,-25.0765,-50.5565,1469,Web,Financeiro,32.8,268,192.73.202.103
332,2023-12-13 06:38:00,Phishing,Médio,Pendente,72321.95,Sul,-28.0117,-46.4488,1908,E-mail,Telecomunicações,165.8,143,192.204.182.122
333,2023-09-14 15:31:00,Zero-Day,Baixo,Resolvido,25615.62,Sul,-23.792,-51.6518,220,Cloud,Saúde,74.6,348,192.155.49.195
334,2024-11-08 15:31:00,Phishing,Médio,Resolvido,22506.79,Norte,-1.3436,-61.7884,4429,Mobile,Financeiro,108.5,17,192.196.230.81
335,2023-11-07 22:10:00,Zero-Day,Alto,Resolvido,43169.15,Sul,-25.06,-47.1378,3188,SCADA,Indústria,19.6,346,192.240.243.144
336,2024-11-23 11:49:00,DDoS,Médio,Resolvido,93663.95,Norte,-2.5537,-60.7332,231,Cloud,Telecomunicações,24.0,188,192.13.174.98
337,2023-09-11 07:41:00,Phishing,Alto,Escalado,28866.07,Norte,-3.9924,-59.0326,537,SCADA,Indústria,5.9,20,192.216.215.69
338,2024-08-09 03:51:00,Ransomware,Médio,Em Andamento,20383.41,Nordeste,-8.8336,-35.5582,1687,Cloud,Saúde,11.4,392,192.153.186.249
339,2023-10-22 08:03:00,Zero-Day,Alto,Em Andamento,16560.97,Sudeste,-20.8577,-42.985,1851,Cloud,Educação,48.7,304,192.34.243.110
340,2024-11-10 17:20:00,SQL Injection,Alto,Resolvido,15679.87,Nordeste,-8.0722,-36.1005,4222,ERP,Indústria,14.3,93,192.95.255.55
341,2024-08-02 23:40:00,Insider Threat,Alto,Em Andamento,14181.25,Centro-Oeste,-13.6834,-45.459,3789,E-mail,Telecomunicações,9.9,351,192.222.210.82
342,2023-09-20 21:38:00,Phishing,Médio,Pendente,10793.19,Nordeste,-6.1577,-34.0237,1229,E-mail,Governo,10.0,424,192.248.223.109
